lemma,PoS,freq(ipm)
подвижность,s,5.1
поддельный,a,5.1
подрабатывать,v,5.1
по-иному,advpro,5.1
пола,s,5.1
порекомендовать,v,5.1
порождение,s,5.1
поужинать,v,5.1
почистить,v,5.1
пошевелить,v,5.1
пресечь,v,5.1
преуспеть,v,5.1
приверженность,s,5.1
пригорок,s,5.1
прикрикнуть,v,5.1
примкнуть,v,5.1
присудить,v,5.1
притязание,s,5.1
причитаться,v,5.1
пробег,s,5.1
пробурчать,v,5.1
проезжий,a,5.1
проповедник,s,5.1
пропорциональный,a,5.1
просчитать,v,5.1
противиться,v,5.1
раз,adv,5.1
разинуть,v,5.1
различимый,a,5.1
разрастись,v,5.1
разрываться,v,5.1
ревнивый,a,5.1
рижский,a,5.1
рожок,s,5.1
своеобразие,s,5.1
сговориться,v,5.1
семантика,s,5.1
сколотить,v,5.1
сложение,s,5.1
согласоваться,v,5.1
содрать,v,5.1
сопрячь,v,5.1
сочиться,v,5.1
сроду,adv,5.1
тамбовский,a,5.1
тревожиться,v,5.1
трепетный,a,5.1
триумфальный,a,5.1
трубный,a,5.1
угасать,v,5.1
управиться,v,5.1
учинить,v,5.1
уяснить,v,5.1
фильтрация,s,5.1
фокусник,s,5.1
хоровод,s,5.1
храпеть,v,5.1
чан,s,5.1
чесаться,v,5.1
шляться,v,5.1
штукатурка,s,5.1
экстракт,s,5.1
эмблема,s,5.1
альт,s,5.0
амбициозный,a,5.0
ароматный,a,5.0
белковый,a,5.0
беспартийный,a,5.0
беспечный,a,5.0
бледнеть,v,5.0
ботанический,a,5.0
бюрократ,s,5.0
варвар,s,5.0
вдогонку,adv,5.0
ветчина,s,5.0
взволнованно,adv,5.0
вич-инфекция,s,5.0
возвышение,s,5.0
всего,advpro,5.0
вульгарный,a,5.0
выбиться,v,5.0
выбрить,v,5.0
выдох,s,5.0
выключать,v,5.0
высадка,s,5.0
выстоять,v,5.0
галька,s,5.0
географ,s,5.0
глянцевый,a,5.0
гном,s,5.0
грустить,v,5.0
давиться,v,5.0
дак,conj,5.0
дичь,s,5.0
дозволить,v,5.0
древо,s,5.0
еврейка,s,5.0
единоборство,s,5.0
жандарм,s,5.0
жилет,s,5.0
жилплощадь,s,5.0
заволноваться,v,5.0
загораться,v,5.0
запить,v,5.0
запоздалый,a,5.0
заполучить,v,5.0
засветиться,v,5.0
зной,s,5.0
изменчивость,s,5.0
изящно,adv,5.0
именитый,a,5.0
кажущийся,a,5.0
капюшон,s,5.0
квас,s,5.0
кисель,s,5.0
кисточка,s,5.0
коллизия,s,5.0
копировать,v,5.0
копошиться,v,5.0
кораблик,s,5.0
коровий,a,5.0
кустик,s,5.0
лавина,s,5.0
лифчик,s,5.0
лицей,s,5.0
лучшее,s,5.0
любовно,adv,5.0
маловероятный,a,5.0
масть,s,5.0
материально,adv,5.0
медикамент,s,5.0
местонахождение,s,5.0
местоположение,s,5.0
мечтание,s,5.0
мизинец,s,5.0
могильный,a,5.0
морковка,s,5.0
мотивировать,v,5.0
мошенник,s,5.0
мякоть,s,5.0
наглухо,adv,5.0
наехать,v,5.0
народность,s,5.0
невзрачный,a,5.0
невыполнение,s,5.0
нерешительно,adv,5.0
неспешно,adv,5.0
нет-нет,adv,5.0
нетрадиционный,a,5.0
норвежский,a,5.0
обособленный,a,5.0
овладевать,v,5.0
окровавленный,a,5.0
опробовать,v,5.0
опровержение,s,5.0
ослепительно,adv,5.0
ослепить,v,5.0
осуществиться,v,5.0
отвориться,v,5.0
отключение,s,5.0
охват,s,5.0
ощупывать,v,5.0
палестинец,s,5.0
парной,a,5.0
переделка,s,5.0
передернуть,v,5.0
переписываться,v,5.0
переступать,v,5.0
пика,s,5.0
питье,s,5.0
погибель,s,5.0
подметить,v,5.0
подписаться,v,5.0
подрыв,s,5.0
подрывать,v,5.0
позапрошлый,a,5.0
покорность,s,5.0
пологий,a,5.0
помолиться,v,5.0
понимающе,adv,5.0
посередине,pr,5.0
поспевать,v,5.0
праймер,s,5.0
пренебречь,v,5.0
преображение,s,5.0
привязывать,v,5.0
приземистый,a,5.0
призывной,a,5.0
притаиться,v,5.0
продуктовый,a,5.0
проектировать,v,5.0
профильный,a,5.0
равномерный,a,5.0
развеять,v,5.0
ракурс,s,5.0
расовый,a,5.0
расправить,v,5.0
расходный,a,5.0
рефлексия,s,5.0
рябина,s,5.0
свисток,s,5.0
сердечно,adv,5.0
сердцевина,s,5.0
сжатие,s,5.0
сконструировать,v,5.0
скрежет,s,5.0
смородина,s,5.0
согласно,adv,5.0
согласованный,a,5.0
сокрушаться,v,5.0
творог,s,5.0
текстильный,a,5.0
терпимость,s,5.0
топчан,s,5.0
тормозной,a,5.0
трактир,s,5.0
тренинг,s,5.0
трость,s,5.0
тряпье,s,5.0
тыква,s,5.0
тюльпан,s,5.0
уважительно,adv,5.0
угрожающий,a,5.0
универмаг,s,5.0
упоение,s,5.0
упразднить,v,5.0
учетный,a,5.0
фанат,s,5.0
хихикнуть,v,5.0
хоккейный,a,5.0
хрущевский,a,5.0
целиться,v,5.0
частушка,s,5.0
чрево,s,5.0
шептаться,v,5.0
шибко,adv,5.0
шутливый,a,5.0
щедрость,s,5.0
эссе,s,5.0
абажур,s,4.9
авоська,s,4.9
автоматика,s,4.9
активизировать,v,4.9
амбар,s,4.9
аналогично,adv,4.9
анатомия,s,4.9
античность,s,4.9
баронесса,s,4.9
безоговорочно,adv,4.9
белокурый,a,4.9
болгарин,s,4.9
бревенчатый,a,4.9
брызнуть,v,4.9
будничный,a,4.9
булавка,s,4.9
бушлат,s,4.9
бытовать,v,4.9
ванный,a,4.9
вдохновенный,a,4.9
вереница,s,4.9
веский,a,4.9
взбираться,v,4.9
вкалывать,v,4.9
влагалище,s,4.9
вместить,v,4.9
внебюджетный,a,4.9
военачальник,s,4.9
воззрение,s,4.9
возместить,v,4.9
вокзальный,a,4.9
вопиющий,a,4.9
восседать,v,4.9
вотум,s,4.9
вторично,adv,4.9
выворачивать,v,4.9
выгореть,v,4.9
вызывающе,adv,4.9
вырабатываться,v,4.9
вязаный,a,4.9
галоша,s,4.9
гарант,s,4.9
гарантированный,a,4.9
гневно,adv,4.9
голландец,s,4.9
горестный,a,4.9
дачник,s,4.9
девятка,s,4.9
деревце,s,4.9
детка,s,4.9
дешево,adv,4.9
дифференциальный,a,4.9
доблесть,s,4.9
дождевой,a,4.9
дощечка,s,4.9
жаться,v,4.9
завязывать,v,4.9
закладка,s,4.9
замочить,v,4.9
зарядка,s,4.9
затруднить,v,4.9
изголовье,s,4.9
иронически,adv,4.9
йод,s,4.9
кардинально,adv,4.9
кинематографический,a,4.9
конденсат,s,4.9
континентальный,a,4.9
контрактник,s,4.9
контролироваться,v,4.9
копченый,a,4.9
косынка,s,4.9
крякнуть,v,4.9
лава,s,4.9
лавр,s,4.9
лайнер,s,4.9
ленточка,s,4.9
липовый,a,4.9
ломтик,s,4.9
мартовский,a,4.9
махровый,a,4.9
мгновенье,s,4.9
мило,adv,4.9
министерский,a,4.9
мушка,s,4.9
надоедать,v,4.9
назваться,v,4.9
намертво,adv,4.9
натрий,s,4.9
наушник,s,4.9
нацистский,a,4.9
неблагодарный,a,4.9
невообразимый,a,4.9
неглубокий,a,4.9
незыблемый,a,4.9
необязательный,a,4.9
неопытный,a,4.9
непроизвольно,adv,4.9
неуверенный,a,4.9
неуютно,adv,4.9
нефтепровод,s,4.9
обниматься,v,4.9
обозримый,a,4.9
одночасье,s,4.9
оживленно,adv,4.9
окутать,v,4.9
органично,adv,4.9
ореол,s,4.9
отлить,v,4.9
отпрянуть,v,4.9
переделывать,v,4.9
перекрытие,s,4.9
переодеваться,v,4.9
перепад,s,4.9
пехотинец,s,4.9
плетеный,a,4.9
поверка,s,4.9
поговаривать,v,4.9
подбегать,v,4.9
подкинуть,v,4.9
подлинник,s,4.9
подменить,v,4.9
подушечка,s,4.9
позавтракать,v,4.9
полицай,s,4.9
полсотни,s,4.9
полутемный,a,4.9
поместье,s,4.9
помириться,v,4.9
портянка,s,4.9
постыдный,a,4.9
посчастливиться,v,4.9
поторопиться,v,4.9
почтальон,s,4.9
правозащитник,s,4.9
привлекаться,v,4.9
приволжский,a,4.9
приклеить,v,4.9
прилагаться,v,4.9
примчаться,v,4.9
просунуть,v,4.9
противопожарный,a,4.9
противопоставлять,v,4.9
процессия,s,4.9
пшеничный,a,4.9
равноправный,a,4.9
разбиваться,v,4.9
раскопка,s,4.9
рассказываться,v,4.9
расценить,v,4.9
рвение,s,4.9
родинка,s,4.9
рукопожатие,s,4.9
самооценка,s,4.9
санки,s,4.9
свиданье,s,4.9
сестренка,s,4.9
сие,spro,4.9
сладостный,a,4.9
слететь,v,4.9
сместить,v,4.9
смонтировать,v,4.9
снежок,s,4.9
соборный,a,4.9
созерцать,v,4.9
сочинитель,s,4.9
сфотографировать,v,4.9
сыночек,s,4.9
темно-зеленый,a,4.9
тереться,v,4.9
титан,s,4.9
томский,a,4.9
точить,v,4.9
трагичный,a,4.9
трудоустройство,s,4.9
тушь,s,4.9
тягота,s,4.9
увесистый,a,4.9
укор,s,4.9
упростить,v,4.9
упрощение,s,4.9
усвоение,s,4.9
усмотреть,v,4.9
утихнуть,v,4.9
фауна,s,4.9
феодальный,a,4.9
художество,s,4.9
цементный,a,4.9
часик,s,4.9
чистейший,a,4.9
шпионаж,s,4.9
экстаз,s,4.9
эмбрион,s,4.9
ягодица,s,4.9
аз,s,4.8
алкаш,s,4.8
апрельский,a,4.8
баскетбол,s,4.8
берет,s,4.8
бильярд,s,4.8
благодарно,adv,4.8
бразильский,a,4.8
брянский,a,4.8
булка,s,4.8
валентность,s,4.8
варяг,s,4.8
вдвойне,adv,4.8
взреветь,v,4.8
влюбленный,s,4.8
внедрять,v,4.8
военно-технический,a,4.8
волнующий,a,4.8
вопрошать,v,4.8
воспитываться,v,4.8
впитывать,v,4.8
вратарь,s,4.8
всесильный,a,4.8
высматривать,v,4.8
гвоздика,s,4.8
гидравлический,a,4.8
гипноз,s,4.8
главврач,s,4.8
голубоватый,a,4.8
гравитационный,a,4.8
грех,adv,4.8
дак,part,4.8
двадцатилетний,a,4.8
дворянство,s,4.8
декрет,s,4.8
долговременный,a,4.8
дотация,s,4.8
дрожжи,s,4.8
дуло,s,4.8
дурно,adv,4.8
дырявый,a,4.8
естество,s,4.8
жалованье,s,4.8
завеса,s,4.8
заводиться,v,4.8
заговорщик,s,4.8
загубить,v,4.8
задумчивость,s,4.8
запивать,v,4.8
заполняться,v,4.8
запыхаться,v,4.8
заседать,v,4.8
затащить,v,4.8
иероглиф,s,4.8
избавляться,v,4.8
империализм,s,4.8
искоса,adv,4.8
искусствовед,s,4.8
йога,s,4.8
кабы,conj,4.8
калашников,s,4.8
каторга,s,4.8
клавиатура,s,4.8
ковровый,a,4.8
ковш,s,4.8
колесный,a,4.8
компас,s,4.8
комплектующие,s,4.8
консерватор,s,4.8
консул,s,4.8
конус,s,4.8
кормовой,a,4.8
кузнечик,s,4.8
куколка,s,4.8
кукольный,a,4.8
лазер,s,4.8
лапша,s,4.8
ледник,s,4.8
макроэкономический,a,4.8
медуза,s,4.8
мексиканский,a,4.8
мести,v,4.8
мизансцена,s,4.8
монетка,s,4.8
монументальный,a,4.8
моргнуть,v,4.8
морфологический,a,4.8
мысленный,a,4.8
наваждение,s,4.8
надбавка,s,4.8
насиловать,v,4.8
насмотреться,v,4.8
недосягаемый,a,4.8
неимоверный,a,4.8
нелинейный,a,4.8
непосильный,a,4.8
неравный,a,4.8
неуклюже,adv,4.8
новорожденный,a,4.8
облепить,v,4.8
обливаться,v,4.8
обнажать,v,4.8
опер,s,4.8
опилки,s,4.8
орда,s,4.8
орудовать,v,4.8
остроумие,s,4.8
